2020-03-17 23:00:00.0000,1
2020-03-18 23:00:00.0000,1
2020-03-19 23:00:00.0000,3
2020-03-20 23:00:00.0000,3
2020-03-21 23:00:00.0000,3
2020-03-22 23:00:00.0000,3
2020-03-23 23:00:00.0000,2
2020-03-24 23:00:00.0000,4
2020-03-25 23:00:00.0000,1
2020-03-26 23:00:00.0000,3
2020-03-27 23:00:00.0000,5
2020-03-28 23:00:00.0000,5
2020-03-29 23:00:00.0000,4
2020-03-30 23:00:00.0000,5
2020-03-31 23:00:00.0000,6
2020-04-01 23:00:00.0000,6
2020-04-02 23:00:00.0000,9
2020-04-03 23:00:00.0000,9
2020-04-04 23:00:00.0000,8
2020-04-05 23:00:00.0000,7
2020-04-06 23:00:00.0000,10
2020-04-07 23:00:00.0000,11
2020-04-08 23:00:00.0000,13
2020-04-09 23:00:00.0000,10
2020-04-10 23:00:00.0000,18
2020-04-11 23:00:00.0000,20
2020-04-12 23:00:00.0000,18
2020-04-13 23:00:00.0000,18
2020-04-14 23:00:00.0000,22
2020-04-15 23:00:00.0000,22
2020-04-16 23:00:00.0000,21
2020-04-17 23:00:00.0000,22
2020-04-18 23:00:00.0000,24
2020-04-19 23:00:00.0000,23
2020-04-20 23:00:00.0000,19
2020-04-21 23:00:00.0000,21
2020-04-22 23:00:00.0000,22
2020-04-23 23:00:00.0000,16
2020-04-24 23:00:00.0000,15
2020-04-25 23:00:00.0000,18
2020-04-26 23:00:00.0000,18
2020-04-27 23:00:00.0000,16
2020-04-28 23:00:00.0000,13
2020-04-29 23:00:00.0000,11
2020-04-30 23:00:00.0000,11
2020-05-01 23:00:00.0000,12
2020-05-02 23:00:00.0000,14
2020-05-03 23:00:00.0000,13
2020-05-04 23:00:00.0000,15
